episode,seed,git_hash,cell,success_at_default_tol,grasp,lift,termination,steps,place_err_mm,tcp_err_at_release_mm,scatter_mm,release_step,obj_settled,max_step_dist_mm,action_smoothing,control_hz,max_joint_vel,n_substeps,obs_latency_steps,max_episode_steps,solver_timestep,solver_iterations,solver_impratio,solver_solref_scale,collision_steps,safety_clamped,safety_vetoed,clamp_rate,obj_r,obj_th,obj_yaw,obj_half_w,obj_half_h,obj_mass,mu_obj,mu_table,tgt_r,tgt_th,kp_scale_mean,kv_scale_mean,frictionloss_scale_mean,reward
10,20010,35ace65,v2_solver_imp1,1,1,1,success,65,30.445627305217894,16.63638507202247,16.736425945503566,59,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,46,0,0.7076923076923077,0.3616882582573844,-0.681091855852489,2.6377982724309605,0.023402045706407165,0.03474412539390255,0.031024105831801634,1.7224303206061289,0.7862397836859581,0.36838526233679936,0.2472880155129802,1.1265783680735468,0.8856354983088401,1.0269599102208358,290.71353464771175
11,20011,35ace65,v2_solver_imp1,1,1,1,success,60,2.1372165954988804,26.34927027006784,25.10005080992567,53,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,41,0,0.6833333333333333,0.30796072400955443,-0.5735862389221651,-2.942709445781796,0.025018379346772472,0.03265517157738809,0.10900618202478414,0.915339202582443,1.3947198671285446,0.344981350251621,0.3511978777374453,0.8545821558786886,1.068843870805714,1.2555504151890806,287.08752029364643
12,20012,35ace65,v2_solver_imp1,1,1,1,success,67,23.29339810657105,15.54423771441674,1.3588910291417557,63,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,51,0,0.7611940298507462,0.3027787657668338,-0.537469794853997,-0.0994398452672236,0.021468555201148785,0.03330423344797548,0.07134559693518355,1.833483775146874,0.7230168404297517,0.38760771189580984,0.7220612474741727,1.096025635533396,1.0491444152873122,0.9153065268127303,287.18613792263704
13,20013,35ace65,v2_solver_imp1,1,1,1,success,51,2.291327893639421,9.200409575263292,6.420478169128554,46,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,37,0,0.7254901960784313,0.3724741676704243,-0.28390675448755265,-2.9437136297151567,0.024013338352617007,0.033011728038667976,0.05151661745699327,1.3878070100382844,0.7252994686540178,0.32648787146957015,0.24172218062926829,1.0502836208460624,1.0465087269015014,1.1044841709672275,283.2714821099837
14,20014,35ace65,v2_solver_imp1,1,1,1,success,60,20.88861855740752,28.832756930795117,0.8270206594033338,52,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,41,0,0.6833333333333333,0.3739767445595336,-0.506804665954125,-1.612806258815425,0.02290031849126011,0.040116136551893916,0.08190770223850366,0.8416330589674149,0.9379061479829542,0.3690619602609497,0.4945940594508427,1.0960995847943413,1.0888491617245524,0.9473029213254751,287.90660786244905
15,20015,35ace65,v2_solver_imp1,1,1,1,success,64,9.26146180161137,22.246194745473897,10.831655889924637,52,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,42,0,0.65625,0.35457233324807247,-0.26606406393007304,-2.165457995616669,0.021566604821269042,0.03850776485196188,0.11142912002754117,1.4826699952871643,0.9018239289857655,0.32519713513337223,0.5936680640962836,1.0544106975319631,1.0757236961360304,1.0714789212418834,287.5799728359095
16,20016,35ace65,v2_solver_imp1,1,1,1,success,59,27.80276137011212,16.18308047572968,6.374925310052562,52,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,48,0,0.8135593220338984,0.33962100999744416,-0.7089092419355476,1.8906246449617505,0.02523906249671622,0.039927171459636875,0.04827552294123779,1.49749863766593,0.825392165188036,0.381576525558742,0.23167514971312245,1.0870964777641696,1.0407829478642674,1.1427860502433935,287.3015807522773
17,20017,35ace65,v2_solver_imp1,0,0,0,timeout,200,299.50627173188553,nan,nan,-1,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,197,0,0.985,0.34162745587426774,-0.34793237502462454,0.9721865780409393,0.0204048488969985,0.03751605909214376,0.09469843160845634,1.7785698034230877,1.2945995189735893,0.33819200019856166,0.5027446364435085,0.9848852398199667,1.0860327037934498,1.0257780007400685,-9.63547652810714
18,20018,35ace65,v2_solver_imp1,1,1,1,success,64,11.04640441443036,15.281011322748366,19.860545181531137,59,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,51,0,0.796875,0.33538763029975066,-0.47909751775429693,0.3763281818382538,0.02265292074350739,0.03231848832186626,0.07495613156471995,1.0461426461010033,1.1477878157738841,0.35087573377487347,0.6048838602813331,1.0206275976295964,1.1223927938677705,0.9655389581926255,285.40058201258955
19,20019,35ace65,v2_solver_imp1,1,1,1,success,60,18.566305166111732,11.92212164712756,4.248433888293662,56,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,45,0,0.75,0.30969652115948404,-0.518681064353861,-2.7039095712061436,0.02598374244162877,0.03541541012605098,0.037735021258659344,1.545383651341784,0.8607161120738906,0.3651617040093613,0.646753145945102,0.9622151328403511,1.0275721647012237,0.9113677659107975,289.44455384973475
20,20020,35ace65,v2_solver_imp1,1,1,1,success,60,22.702498688873515,12.39571065722681,8.331614769425453,54,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,45,0,0.75,0.3334650170096582,-0.419129876785071,-1.1136627522813298,0.027003957323482538,0.03038295022610122,0.08461734712024477,1.3002420691408691,1.1014000799941295,0.36222819427021397,0.7029002154862343,1.077683315041039,1.0014976378164577,1.0508846399854737,285.6799676341282
21,20021,35ace65,v2_solver_imp1,1,1,1,success,65,8.982281439978925,11.307642921971206,1.4076734672223599,58,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,50,0,0.7692307692307693,0.3191980901252559,-0.5537455236939821,-1.894139358876947,0.021493734781512466,0.03026781021334221,0.09960910422534253,1.909797528957525,0.789832051914408,0.36847669327032306,0.46842653912074805,1.0126000123888297,1.013703011740756,1.0299858437380922,288.8137111359687
22,20022,35ace65,v2_solver_imp1,1,1,1,success,56,13.43948680952505,13.739502668462862,6.0533446680556775,49,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,45,0,0.8035714285714286,0.34173888458451224,-0.3001289062683206,-1.8961883460951259,0.020609231876038817,0.03276232802648361,0.05121239110866416,1.1122495720509886,0.641149711673943,0.36678409065628415,0.5444236853246154,1.0240879310737958,1.0192749413933422,1.0317024858023562,286.1972585667462
23,20023,35ace65,v2_solver_imp1,1,1,1,success,56,11.270516296605237,28.328839455553933,2.672655301721224,46,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,47,0,0.8392857142857143,0.37117159567493774,-0.281314510069002,0.36401204963063627,0.027304545966242193,0.03165981339384544,0.03725382703191663,1.964499779751014,1.2907623586333825,0.3169185867732559,0.511647608790335,1.054966272019345,1.0235683325673413,1.2221506885633453,283.034888087276
24,20024,35ace65,v2_solver_imp1,1,1,1,success,54,22.54953947909353,26.801939839557598,2.473894028986371,49,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,40,0,0.7407407407407407,0.301735186476134,-0.23154168296027638,-1.5592964217322551,0.02425216152720162,0.03183499198105888,0.08276992693870533,1.821122350584654,1.2264255442628569,0.33974620128960187,0.6971673644283741,1.0446301524614878,1.0681711253976054,1.035197083164583,283.4200562168298
25,20025,35ace65,v2_solver_imp1,1,1,1,success,64,20.92329329207406,9.844376579555838,9.730007570965707,57,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,47,0,0.734375,0.34204180028946196,-0.6618531755295733,-0.346124235154305,0.023617897392554085,0.030605097796053117,0.033258464235159345,0.9641818955654102,1.1273409958744334,0.32582243485986634,0.5343821194627115,0.9799327699157667,1.0536354215889607,0.797237221419697,291.32221306033307
26,20026,35ace65,v2_solver_imp1,1,1,1,success,60,21.319302684550482,20.502278674222055,4.0408359355810815,55,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,51,0,0.85,0.3296079359954176,-0.39983387537107407,-2.753233765066632,0.027046034219522532,0.035816471761784645,0.06376476657594107,1.3582466227146754,0.6120432518508957,0.3779569108393297,0.6659921896490285,1.0303808532805963,0.9929778703868707,1.211087896090353,283.8506330431934
27,20027,35ace65,v2_solver_imp1,1,1,1,success,56,11.380274053860775,17.375010339683502,15.23080182311939,48,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,46,0,0.8214285714285714,0.3413486785786675,-0.44221632383983783,-1.6767876830777442,0.02127866168886567,0.03367951167819175,0.049337698034994354,1.1331267853835838,0.8462510298768531,0.31055853374488723,0.3904798592780758,1.028576489693511,1.0349354142123155,0.9983001651072732,284.0329398129877
28,20028,35ace65,v2_solver_imp1,0,0,0,timeout,200,71.28601269227029,nan,nan,-1,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,191,0,0.955,0.3162405961778947,-0.36001952038889073,1.3400735905564014,0.02144865462013035,0.03486444832003453,0.07945814554591271,1.9820746560856761,1.2385844329202738,0.3305041246244575,0.19382137643629294,0.9835291345060904,0.9837097338709253,0.8627224318067792,-4.237318770394978
29,20029,35ace65,v2_solver_imp1,1,1,1,success,64,18.886354525689246,17.93573710421546,3.2765300759204155,59,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,44,0,0.6875,0.31293833197577875,-0.6710880166121812,0.9195391928863348,0.02330498641298929,0.031516919687684074,0.04668461002905121,1.5334359978193592,1.1869434626965476,0.3719401751123277,0.39269363718567885,1.0253446369097532,1.0628862907589263,0.9732055755928797,290.4853517693891
30,20030,35ace65,v2_solver_imp1,1,1,1,success,61,11.945362468256782,18.90391333465749,10.87001701458822,46,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,51,0,0.8360655737704918,0.33245364827301105,-0.41816146679441435,1.6907822101623928,0.022812340209973175,0.03953719494370477,0.11780238016692954,0.9241569578618631,1.1749548548349906,0.3627007871070931,0.19379862199745845,1.0324855148106444,0.9542083746730877,0.9473792436663839,278.6611986470314
31,20031,35ace65,v2_solver_imp1,1,1,1,success,60,17.89312990620971,10.208411358367913,18.3480584472821,52,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,49,0,0.8166666666666667,0.3697571934384323,-0.3474297820681377,1.7967869505964629,0.024943271051875212,0.03459363024226044,0.06483808903420307,1.584168711028378,1.1410367626931754,0.34424685550910095,0.668408901111654,1.062355921033572,1.0767139820302716,1.0891015545423732,288.8622857384455
32,20032,35ace65,v2_solver_imp1,1,1,1,success,63,11.263901326962378,20.23918565610999,5.184694696775455,55,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,53,0,0.8412698412698413,0.32998716260656547,-0.5991238006357996,-0.05188386498695552,0.020847919520456976,0.03533969884243581,0.11701987053392643,1.8004596956289312,1.387382326195156,0.33128669470256206,0.724531533145819,1.0068378001774498,1.0833114265413533,1.013430393007948,291.13703842903163
33,20033,35ace65,v2_solver_imp1,1,1,1,success,66,23.512239951485476,10.840615084425938,4.363026415030308,54,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,53,0,0.803030303030303,0.35625431941959473,-0.5764093414146412,-1.4065947545956743,0.025830324968642314,0.030655655952754823,0.07439245033598277,0.9232249508069169,0.9420297587818982,0.38746790357539307,0.19016346046335414,1.0735704892771794,1.008704321617642,1.104537322238103,280.7489851239354
34,20034,35ace65,v2_solver_imp1,1,1,1,success,52,3.8350329638661895,16.16289909964604,12.652640911049915,47,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,46,0,0.8846153846153846,0.30003017361498524,-0.4700059350473292,-0.12787029091465651,0.025088671609678807,0.03402158825373002,0.10241963548631594,1.10790712584778,1.0697726267705239,0.31759955615063135,0.43219363340690564,1.0180140092206602,0.9200519626237763,1.1380137039340912,282.34464337962254
35,20035,35ace65,v2_solver_imp1,1,1,1,success,67,17.104685643542293,18.217919621723762,22.257365047952767,61,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,49,0,0.7313432835820896,0.357426650931662,-0.578451265552722,-2.829907418474223,0.024095196355059852,0.03738130175701559,0.04583460215267843,1.386714667522875,0.8380203760910881,0.310875214495532,0.40497791060155863,1.0446487995436062,1.0073689101491081,1.0496716902654009,288.7660058569613
36,20036,35ace65,v2_solver_imp1,1,1,1,success,42,15.505225141385518,13.695623641499695,1.1379282699269315,39,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,31,0,0.7380952380952381,0.3657252335238418,-0.18981937724780906,-0.08177099118878184,0.025949284527214084,0.035636092503798816,0.11309735311019271,1.3397949953701676,0.604773134946328,0.3326466069558981,0.17543455647884623,1.072335884326793,1.048892902632062,1.2857294933498364,277.7872494491672
37,20037,35ace65,v2_solver_imp1,0,0,0,timeout,200,289.095981239898,nan,nan,-1,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,191,0,0.955,0.3895127371377926,-0.5578958320736802,1.7067359158343542,0.026356370066843125,0.03671170688417379,0.03364592691411494,1.450140212704171,1.3056436027466507,0.31220307472885744,0.17862711711305848,1.0585373445424175,1.0546861735293456,0.975394661758707,-9.180384075249378
38,20038,35ace65,v2_solver_imp1,1,1,1,success,71,25.926526114107403,36.600962304254736,4.085849141020324,62,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,54,0,0.7605633802816901,0.3744468399758505,-0.6645184865263982,0.6118055959300444,0.021166695768693396,0.03796114836917449,0.08067217592893589,0.9674128423520448,0.6903800696031057,0.38875715545891854,0.5310314458275623,1.1290226539597203,0.9529221997230716,1.1168265462462812,293.2376500004134
39,20039,35ace65,v2_solver_imp1,1,1,1,success,51,9.90826252408064,18.85294756205064,3.6350269524685763,44,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,42,0,0.8235294117647058,0.3765295086684626,-0.4361071682733664,0.8074845692611561,0.023799227150208428,0.030211122970982343,0.08523750292313623,1.1008442882199532,1.366842054898276,0.3537928410047578,0.31358251875634907,1.0033014248742418,1.0235499340310983,0.8831305721283177,283.9594727494179
40,20040,35ace65,v2_solver_imp1,1,1,1,success,53,14.423735558636105,30.04462574856663,4.9478353181842,48,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,43,0,0.8113207547169812,0.37750231411763313,-0.4604026429173097,-2.8436699709934135,0.02276303339559274,0.036318598669040816,0.03508720463746052,1.0805441551519888,0.9453491977845994,0.36797332041401615,0.31654853927452936,1.0027311796604854,1.0406355895979824,1.0334382372820026,285.7072115110279
41,20041,35ace65,v2_solver_imp1,0,1,0,timeout,200,398.94273455599995,nan,nan,-1,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,2,191,0,0.955,0.38090368994033075,-0.24401072896657744,-1.9573619345711624,0.02700319878796693,0.03815143237415758,0.09860562099832604,1.2791333937562703,0.6302489377213076,0.3543642320193032,0.6318771009779807,1.0904495990487764,1.0716721458827771,1.1532178924260195,14.486409449163945
42,20042,35ace65,v2_solver_imp1,1,1,1,success,61,11.196727443973277,24.232003242683728,4.782508083682872,55,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,31,0,0.5081967213114754,0.36890730352164053,-0.5916827160959064,0.3815487617883737,0.025090316191108044,0.03408473933710075,0.03541273694821948,1.151027059474191,0.8443825066856736,0.37394307485100586,0.40299788031092115,0.9889181083008999,1.0425262547756133,1.1769456432883392,290.54971080051934
43,20043,35ace65,v2_solver_imp1,1,1,1,success,50,6.8027417478237515,12.216395877378787,9.149897991278621,44,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,42,0,0.84,0.3519144504619053,-0.48927974388137435,-2.144422050264558,0.024131000740716838,0.036443266908339836,0.07600755762316824,1.7132007262141562,1.3228578297241669,0.3381045782016198,0.30865507585867097,0.949801418989513,1.1104488039316767,0.8663255253996373,282.7005599659656
44,20044,35ace65,v2_solver_imp1,1,1,1,success,66,21.644900667928482,17.55396234174864,12.60452463334184,58,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,54,0,0.8181818181818182,0.3509950838793419,-0.6007987279582432,2.2694539354122165,0.026732227128723703,0.033451922887470675,0.0535852352792827,1.001839827105824,1.2051605066275566,0.3746204257509961,0.37073224787664266,0.9884891061427188,1.0346076250624858,1.0992166251424802,287.55346690989217
45,20045,35ace65,v2_solver_imp1,1,1,1,success,62,14.146079876640497,18.852903068042618,6.8322270127778575,54,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,49,0,0.7903225806451613,0.31075737392330993,-0.6162277878792971,2.65121181274547,0.023618405357057178,0.03548293802799441,0.07552179111003769,1.135629429996031,1.3751359737361397,0.32251799461257846,0.5707343219001116,1.040187176079419,0.9147706930444516,1.1172092075204048,287.27326198847186
46,20046,35ace65,v2_solver_imp1,1,1,1,success,60,25.520413819782302,16.201038779558125,12.179564739954834,54,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,47,0,0.7833333333333333,0.31987405760303045,-0.6025895064830252,1.4178885421272502,0.02170408161725419,0.032894530183652675,0.03647881357195059,1.5254691141858199,1.3097276765257475,0.3584885324011349,0.468340580510206,0.9972456109458897,0.9911924309812099,0.957899224726231,287.51112536504655
47,20047,35ace65,v2_solver_imp1,1,1,1,success,67,21.600488303326642,27.684940648863975,0.299795183110787,64,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,52,0,0.7761194029850746,0.3365420146580196,-0.6721277918760001,-1.5001895470929454,0.02333490775297096,0.03174993943516102,0.0796325907883478,0.9627927418361191,0.9639831816244278,0.3586633646836098,0.674573595429091,1.013523032656823,1.0363477105860004,0.9180765416138325,291.7859041409928
48,20048,35ace65,v2_solver_imp1,1,1,1,success,53,3.390649440908458,8.17592324092654,10.263672215173495,43,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,37,0,0.6981132075471698,0.3394601179236369,-0.2447511685322813,2.828748176222918,0.02526236774269189,0.0380646279674167,0.10906653308841141,1.148243629680598,0.7557933294449272,0.32303897119992125,0.36753287069918994,0.925952385114128,1.0233773899407017,1.1091210328817604,281.23605713883654
49,20049,35ace65,v2_solver_imp1,1,1,1,success,52,15.916690442770077,9.355594671246934,0.36420836941385215,49,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,41,0,0.7884615384615384,0.3100326729310319,-0.4105190684956681,-1.5507260919810633,0.02099149474768761,0.03535249170649118,0.1058474807086301,1.0368465677829146,1.103582919481429,0.377516988507217,0.17930728838237203,1.0170832124444187,1.0443848323285159,0.9822644210847451,282.9276931731679
50,20050,35ace65,v2_solver_imp1,1,1,1,success,60,16.642585639707935,11.036381152976086,23.308951458730863,51,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,38,0,0.6333333333333333,0.3650508201006661,-0.6550375087739327,-0.752919142349747,0.024239164927024156,0.03505246630492512,0.11234444999842752,1.2563852482703923,0.9684551454279746,0.3416250954105796,0.2788358432904111,0.946577528194643,0.9314013211359887,0.9985535703711166,290.4439491711023
51,20051,35ace65,v2_solver_imp1,1,1,1,success,69,18.032664516447674,21.15757438412846,4.863045474269346,63,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,50,0,0.7246376811594203,0.30909342936772677,-0.7192128394587071,-0.112109739721308,0.02537875388454335,0.03150559706435234,0.053783078348016634,1.6825777759950533,1.121840306088449,0.38441775946766693,0.5945460862787961,1.0433043383756728,1.0554493196060784,0.8358100140462063,291.94202173243775
52,20052,35ace65,v2_solver_imp1,1,1,1,success,56,18.978042097775795,22.766512656416346,7.7993761145975675,50,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,38,0,0.6785714285714286,0.3751540954182259,-0.2643266663122,1.62606906662148,0.022212420142160547,0.03255238078656033,0.10513360184898302,1.1424182551082218,0.8051367847611001,0.3230058696273643,0.6322799117404482,1.03504211024396,0.8998308823601052,0.9908403594084579,285.2565133603889
53,20053,35ace65,v2_solver_imp1,1,1,1,success,68,28.235564715255702,26.401491214302485,4.124403589136098,61,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,48,0,0.7058823529411765,0.37947704834772894,-0.7030261807265388,0.5410817159260017,0.023437260015093154,0.033264681850449423,0.11962584480725305,1.5017002082479924,1.3580369822848324,0.3546587338591987,0.536801634299794,1.0755664022414153,1.097660609427139,1.0705069319798848,291.7863569132221
54,20054,35ace65,v2_solver_imp1,1,1,1,success,73,13.927452001199695,15.474328484680854,16.882726063644952,67,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,54,0,0.7397260273972602,0.38555762520947906,-0.5236386574199066,1.3146326134553457,0.02328441933686377,0.03630559450921647,0.05765410928544475,0.8624397397853535,1.210192187743218,0.356516793143366,0.674979880742656,1.0491374577752002,1.0430468518989704,1.113495674642329,290.168238990805
55,20055,35ace65,v2_solver_imp1,1,1,1,success,60,17.351057202483375,3.6799049476718606,3.3788898709056925,51,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,46,0,0.7666666666666667,0.3259019120518869,-0.6759994169605895,0.12044566689216518,0.024237855667898583,0.0385565699849774,0.11670533099298179,1.3758971255346113,1.3321503182035834,0.34055349936088986,0.2094923954408796,0.9867508987048845,1.0637062453703505,1.021941747002455,284.43258815445955
56,20056,35ace65,v2_solver_imp1,1,1,1,success,61,21.354238087090796,18.50432491372276,3.5769856860614366,56,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,1.0,1.0,0,48,0,0.7868852459016393,0.33771306357272196,-0.4150849293172625,-1.370376743322871,0.022101640473669925,0.03071066434957879,0.037739207006467886,1.3194799406781552,0.6945571265270343,0.37790807301109824,0.589843214733593,0.9845597074856959,1.0538687861704252,0.9207998639071122,287.6718073533923
